player,team,position,snap_share,route_participation,target_share,air_yards_share,red_zone_touch_share,red_zone_carries,red_zone_targets,goal_line_touches,targets_pg,receptions_pg,rush_attempts_pg,carries_share,pass_attempts_pg,passing_yards_pg,rushing_yards_pg,receiving_yards_pg,fantasy_points_pg
R.McCloud,NYG,,0.0,0.0,0.2,0.12,0.0,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.5
R.Miller,TB,,0.0,0.0,0.73,1.61,0.46,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,8.5,2.85
R.Mostert,LV,,0.0,0.0,2.42,-0.5,3.09,4.0,1.0,0.0,1.0,1.0,1.833,5.95,0.0,0.0,8.667,5.833,2.45
R.Odunze,CHI,,0.0,0.0,16.98,27.6,5.2,0.0,13.0,5.0,7.583,3.667,0.0,0.0,0.0,0.0,0.0,55.083,12.175
R.Pearsall,SF,,0.0,0.0,9.57,18.11,1.44,0.0,4.0,0.0,5.889,4.0,0.222,0.42,0.0,0.0,-0.222,58.667,9.844
R.Rice,KC,,0.0,0.0,14.31,7.86,8.7,3.0,19.0,10.0,9.875,6.625,0.625,1.16,0.0,0.0,2.5,71.375,18.512
R.Rivers,LA,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,4.5,1.94,0.0,0.0,23.0,0.0,2.3
R.Sanchez,IND,QB,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.64
R.Sanders,CLE,,0.0,0.0,0.76,0.39,3.95,7.0,0.0,4.0,1.0,0.75,6.75,6.38,0.0,0.0,23.0,5.25,5.075
R.Shaheed,NO,,0.0,0.0,11.66,15.99,4.23,1.0,7.0,2.0,7.333,4.889,0.222,0.46,0.0,0.0,0.556,55.444,11.822
R.Shaheed,SEA,,0.0,0.0,5.69,8.33,0.77,0.0,2.0,0.0,2.889,1.667,0.778,1.38,0.0,0.0,7.111,20.889,4.467
R.Stevenson,NE,,0.0,0.0,7.87,3.55,12.6,27.0,6.0,13.0,2.714,2.286,9.357,26.41,0.0,0.0,43.071,24.643,12.914
R.Thomas,IND,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,0.23,0.0,0.0,3.0,0.0,0.3
R.Tonyan,KC,,0.0,0.0,0.18,0.02,0.0,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1
R.White,TB,,0.0,0.0,8.26,-2.35,13.3,19.0,10.0,9.0,2.647,2.353,7.824,28.06,0.0,0.0,33.647,12.824,8.412
R.Wilson,NYG,QB,0.0,0.0,0.0,0.0,2.68,7.0,0.0,1.0,0.0,0.0,3.0,3.52,21.5,138.5,17.667,0.0,8.807
R.Wilson,PIT,,0.0,0.0,4.01,8.75,0.43,0.0,1.0,0.0,2.333,1.333,0.0,0.0,0.0,0.0,0.0,18.444,4.511
S.Anderson,PIT,,0.0,0.0,0.19,0.0,0.0,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.4
S.Barkley,PHI,,0.0,0.0,10.94,0.74,24.41,44.0,8.0,17.0,3.188,2.312,17.562,58.66,0.0,0.0,71.25,17.062,14.519
S.Buechele,KC,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.23,19.0,88.0,4.0,0.0,3.92
S.Cannella,CLE,,0.0,0.0,0.95,1.53,0.0,,,,2.5,1.0,0.0,0.0,0.0,0.0,0.0,5.5,1.55
S.Darnold,SEA,QB,0.0,0.0,0.0,0.0,2.31,6.0,0.0,2.0,0.0,0.0,2.059,6.89,29.765,238.118,5.588,0.0,15.142
S.Diggs,NE,,0.0,0.0,21.12,19.46,4.58,0.0,12.0,4.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,59.588,12.371
S.Jackson,LV,,0.0,0.0,1.01,2.53,0.0,,,,1.667,1.333,0.333,0.27,0.0,0.0,1.0,18.667,5.3
S.LaPorta,DET,,0.0,0.0,8.91,7.54,2.16,0.0,6.0,1.0,5.444,4.444,0.0,0.0,0.0,0.0,0.0,54.333,11.878
S.Matlock,LAC,,0.0,0.0,0.74,0.0,0.41,0.0,1.0,1.0,1.333,1.333,0.0,0.0,0.0,0.0,0.0,4.0,3.733
S.Miller,PIT,,0.0,0.0,2.67,2.34,0.86,0.0,2.0,0.0,2.8,1.8,0.0,0.0,0.0,0.0,0.0,12.4,3.04
S.Moore,SF,,0.0,0.0,1.26,2.66,0.0,,,,0.778,0.556,0.222,0.42,0.0,0.0,1.222,9.667,1.644
S.Perine,CIN,,0.0,0.0,3.44,-0.7,7.76,16.0,1.0,4.0,1.5,1.214,6.0,21.99,0.0,0.0,27.286,6.214,5.85
S.Rattler,NO,QB,0.0,0.0,0.35,0.09,3.17,5.0,1.0,2.0,0.222,0.111,3.556,7.32,30.556,176.222,18.556,0.0,12.016
S.Sanders,CLE,QB,0.0,0.0,0.0,0.0,1.13,2.0,0.0,1.0,0.0,0.0,2.75,5.2,29.375,175.0,21.125,0.0,12.112
S.Shepard,TB,,0.0,0.0,9.91,10.45,3.67,0.0,8.0,2.0,4.154,3.0,0.308,0.84,0.0,0.0,1.462,28.538,6.462
S.Sims,ARI,,0.0,0.0,0.16,0.04,0.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S.Smartt,NYJ,,0.0,0.0,1.89,1.31,0.0,,,,3.0,2.333,0.0,0.0,0.0,0.0,0.0,17.333,4.067
S.Toure,NO,,0.0,0.0,0.53,0.64,0.53,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.3
S.Tucker,TB,,0.0,0.0,2.02,-0.23,11.01,21.0,3.0,12.0,0.786,0.571,6.143,18.14,0.0,0.0,22.857,2.429,6.529
S.Vaki,DET,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,0.23,0.0,0.0,4.0,0.0,0.4
S.Williams,GB,,0.0,0.0,2.16,0.42,2.05,1.0,4.0,0.0,0.909,0.909,1.0,2.24,0.0,0.0,3.364,7.091,2.5
S.Zylstra,DET,,0.0,0.0,0.91,1.01,0.36,0.0,1.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,20.0,5.0
T.Allgeier,ATL,,0.0,0.0,3.07,-0.62,16.1,32.0,1.0,10.0,0.941,0.824,8.412,29.92,0.0,0.0,30.235,5.647,7.235
T.Atwell,LA,,0.0,0.0,2.58,5.7,0.33,0.0,1.0,0.0,1.875,0.75,0.0,0.0,0.0,0.0,0.0,24.0,3.9
T.Badie,DEN,,0.0,0.0,5.26,-1.0,2.42,2.0,4.0,1.0,2.214,1.357,0.571,1.75,0.0,0.0,1.643,10.071,2.529
T.Bagent,CHI,QB,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,0.39,2.0,23.5,3.5,0.0,1.29
T.Benson,ARI,,0.0,0.0,2.58,-0.49,2.14,3.0,2.0,1.0,4.0,3.25,7.25,7.9,0.0,0.0,40.0,16.0,8.85
T.Bigsby,JAX,,0.0,0.0,0.0,0.0,0.35,1.0,0.0,0.0,0.0,0.0,5.0,1.02,0.0,0.0,12.0,0.0,1.2
T.Bigsby,PHI,,0.0,0.0,0.86,-0.14,8.45,17.0,1.0,6.0,0.4,0.3,5.8,12.11,0.0,0.0,34.4,3.2,5.26
T.Bridgewater,TB,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.21,17.0,62.0,6.0,0.0,3.08
T.Bridgewater,TB,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.42,0.0,0.0,-1.0,0.0,-0.1
T.Brooks,CIN,,0.0,0.0,0.33,-0.11,0.0,,,,0.333,0.167,2.667,4.19,0.0,0.0,7.5,1.5,1.067
T.Burks,WAS,QB,0.0,0.0,0.46,0.29,1.83,0.0,4.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,11.0,2.1
T.Burks,WAS,,0.0,0.0,4.59,7.6,1.83,0.0,4.0,3.0,2.857,1.286,0.0,0.0,0.0,0.0,0.0,17.0,3.843
T.Chandler,MIN,,0.0,0.0,0.85,-0.54,1.42,1.0,2.0,1.0,2.0,1.5,8.5,4.15,0.0,0.0,23.5,5.5,4.4
T.Conklin,LAC,,0.0,0.0,1.84,1.02,0.0,,,,1.667,1.167,0.167,0.21,0.0,0.0,0.333,16.833,2.883
T.Conner,MIA,,0.0,0.0,3.23,3.61,1.49,0.0,3.0,0.0,2.143,1.286,0.0,0.0,0.0,0.0,0.0,13.0,2.586
T.Etienne,CAR,,0.0,0.0,0.62,0.06,1.93,4.0,0.0,1.0,0.375,0.375,2.5,4.32,0.0,0.0,11.75,1.625,1.712
T.Etienne,JAX,,0.0,0.0,9.47,-1.56,22.15,54.0,10.0,13.0,3.059,2.118,15.294,52.95,0.0,0.0,65.118,17.176,14.935
T.Felton,MIN,,0.0,0.0,0.64,0.3,0.0,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.333,1.833
T.Ferguson,LA,,0.0,0.0,4.3,8.8,1.33,1.0,3.0,1.0,2.273,1.0,0.091,0.22,0.0,0.0,0.0,21.0,4.736
T.Fisk,LAC,,0.0,0.0,0.74,0.5,0.0,,,,1.0,0.5,0.0,0.0,0.0,0.0,0.0,4.75,0.975
T.Franklin,DEN,,0.0,0.0,18.17,30.15,8.47,0.0,21.0,7.0,6.294,3.824,0.294,1.09,0.0,0.0,0.706,41.706,10.182
T.Goodson,IND,,0.0,0.0,0.56,-0.07,0.37,0.0,1.0,1.0,0.429,0.286,1.286,2.03,0.0,0.0,3.429,1.143,0.743
T.Harris,LAC,,0.0,0.0,7.9,9.03,2.48,1.0,5.0,0.0,2.688,1.875,0.125,0.43,0.0,0.0,0.625,20.25,4.338
T.Henderson,NE,,0.0,0.0,8.7,-0.02,15.27,36.0,4.0,9.0,2.471,2.059,10.588,36.29,0.0,0.0,53.588,13.0,12.247
T.Higbee,LA,,0.0,0.0,6.2,2.23,2.66,0.0,8.0,1.0,4.0,2.778,0.0,0.0,0.0,0.0,0.0,31.222,7.9
T.Higgins,CIN,,0.0,0.0,16.2,28.78,7.31,0.0,16.0,5.0,6.6,3.933,0.0,0.0,0.0,0.0,0.0,56.4,13.973
T.Hill,MIA,,0.0,0.0,6.24,12.09,1.0,0.0,2.0,1.0,7.25,5.25,0.0,0.0,0.0,0.0,0.0,66.25,13.375
T.Hill,NO,QB,0.0,0.0,1.24,0.68,6.88,13.0,0.0,3.0,1.4,0.8,7.8,8.92,1.2,11.4,21.6,7.2,4.936
T.Hill,NO,,0.0,0.0,1.59,0.47,6.88,13.0,0.0,3.0,1.125,0.875,1.625,2.97,0.0,0.0,0.75,6.875,2.388
T.Hockenson,MIN,,0.0,0.0,13.98,8.83,5.69,1.0,11.0,2.0,4.4,3.4,0.067,0.24,0.0,0.0,0.0,29.2,7.52
T.Homer,CHI,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,0.2,0.0,0.0,-2.0,0.0,-0.2
T.Horton,SEA,,0.0,0.0,4.81,9.21,1.54,0.0,4.0,1.0,3.143,1.857,0.0,0.0,0.0,0.0,0.0,23.0,8.443
T.Hudson,CIN,,0.0,0.0,3.93,2.61,2.74,0.0,6.0,1.0,2.4,1.9,0.0,0.0,0.0,0.0,0.0,16.8,4.78
T.Hunter,JAX,,0.0,0.0,8.2,7.26,2.08,1.0,5.0,0.0,6.429,4.0,0.143,0.2,0.0,0.0,0.0,42.571,9.114
T.Huntley,BAL,QB,0.0,0.0,0.0,0.0,2.71,7.0,0.0,0.0,0.0,0.0,5.25,4.14,18.75,106.5,38.5,0.0,10.11
T.Huntley,BAL,,0.0,0.0,0.0,0.0,2.71,7.0,0.0,0.0,0.0,0.0,3.0,0.59,0.0,0.0,-3.0,0.0,-0.3
T.Jennings,NE,,0.0,0.0,0.21,0.04,1.53,4.0,0.0,2.0,0.2,0.2,4.6,4.64,0.0,0.0,14.6,1.8,3.04
T.Johnson,NYG,,0.0,0.0,14.62,14.29,5.36,0.0,14.0,3.0,4.933,3.0,0.0,0.0,0.0,0.0,0.0,35.2,8.52
T.Johnson,NYJ,,0.0,0.0,3.77,6.53,1.68,0.0,3.0,0.0,2.0,1.333,0.0,0.0,0.0,0.0,0.0,21.889,4.189
T.Johnson,TB,,0.0,0.0,8.07,11.9,4.13,2.0,7.0,0.0,2.933,1.867,0.467,1.48,0.0,0.0,1.467,21.467,6.16
T.Jones,JAX,,0.0,0.0,0.18,0.08,0.0,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,2.5
T.Kelce,KC,,0.0,0.0,19.75,17.1,5.53,1.0,13.0,5.0,6.412,4.471,0.059,0.23,0.0,0.0,0.059,50.059,11.247
T.Kennedy,DET,,0.0,0.0,0.73,0.87,0.0,,,,4.0,4.0,0.0,0.0,0.0,0.0,0.0,36.0,7.6
T.Kraft,GB,,0.0,0.0,9.52,4.92,4.92,0.0,12.0,0.0,5.5,4.0,0.125,0.2,0.0,0.0,0.375,61.125,14.65
T.Lance,LAC,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,3.64,15.75,56.5,21.25,0.0,4.135
T.Lawrence,JAX,QB,0.0,0.0,0.0,0.0,8.3,24.0,0.0,11.0,0.0,0.0,4.882,16.9,35.471,235.706,21.118,0.0,20.834
T.Lockett,LV,,0.0,0.0,7.06,8.32,1.85,0.0,3.0,2.0,3.5,2.2,0.0,0.0,0.0,0.0,0.0,22.1,5.01
T.Lockett,TEN,,0.0,0.0,3.96,4.08,0.0,,,,3.0,1.429,0.0,0.0,0.0,0.0,0.0,10.0,2.429
T.Martin,WAS,,0.0,0.0,0.46,0.48,0.0,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.5,2.15
T.McBride,ARI,,0.0,0.0,27.42,25.3,14.53,0.0,34.0,6.0,10.0,7.412,0.0,0.0,0.0,0.0,0.0,72.882,18.582
T.McKee,PHI,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.63,23.0,137.0,6.0,0.0,7.58
T.McKee,PHI,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.04,0.0,0.0,-2.0,0.0,-0.2
T.McLaurin,WAS,,0.0,0.0,13.76,22.37,3.67,0.0,8.0,3.0,6.0,3.8,0.0,0.0,0.0,0.0,0.0,58.2,11.42
T.McMillan,CAR,,0.0,0.0,25.31,43.26,7.25,0.0,15.0,3.0,7.176,4.118,0.0,0.0,0.0,0.0,0.0,59.588,12.547
T.Patrick,JAX,,0.0,0.0,4.37,5.29,3.11,0.0,9.0,1.0,1.846,1.154,0.0,0.0,0.0,0.0,0.0,14.385,3.977
T.Penning,LAC,,0.0,0.0,0.18,0.11,0.41,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T.Pollard,TEN,,0.0,0.0,7.74,0.31,13.16,19.0,1.0,4.0,2.412,1.941,14.235,64.02,0.0,0.0,63.647,12.118,11.282
T.Reiman,ARI,,0.0,0.0,0.81,0.58,0.0,,,,1.667,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.6
T.Shavers,BUF,,0.0,0.0,4.71,8.53,0.0,,,,2.3,1.5,0.0,0.0,0.0,0.0,0.0,24.5,4.55
T.Sherfield,ARI,,0.0,0.0,0.16,0.13,0.43,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T.Sherfield,DEN,,0.0,0.0,0.68,0.89,0.4,0.0,1.0,0.0,1.333,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.7
T.Shough,NO,QB,0.0,0.0,0.0,0.0,7.41,14.0,0.0,6.0,0.0,0.0,4.182,10.53,32.636,216.727,16.909,0.0,15.087
T.Spears,TEN,,0.0,0.0,9.43,-2.93,11.18,10.0,7.0,2.0,3.846,3.462,5.538,19.05,0.0,0.0,21.769,20.308,8.592
T.Tagovailoa,MIA,QB,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.429,4.63,29.786,190.0,3.071,0.0,12.55
T.Taylor,NYJ,QB,0.0,0.0,0.0,0.0,1.68,3.0,0.0,0.0,0.0,0.0,4.5,5.88,24.667,129.833,23.833,0.0,11.077
T.Thornton,KC,,0.0,0.0,6.7,23.15,1.58,0.0,4.0,2.0,3.364,1.727,0.0,0.0,0.0,0.0,0.0,39.818,7.345
T.Tracy,NYG,,0.0,0.0,9.49,0.44,9.96,21.0,5.0,2.0,3.2,2.4,11.733,34.38,0.0,0.0,49.333,19.2,10.853
T.Tremble,CAR,,0.0,0.0,7.68,5.0,2.42,0.0,5.0,0.0,2.467,1.8,0.0,0.0,0.0,0.0,0.0,16.6,4.26
T.Tucker,LV,,0.0,0.0,18.55,29.23,6.79,1.0,10.0,1.0,5.412,3.353,0.647,2.97,0.0,0.0,3.0,40.941,9.512
T.Wallace,BAL,,0.0,0.0,1.96,3.17,0.78,0.0,2.0,0.0,1.333,0.667,0.0,0.0,0.0,0.0,0.0,7.5,2.417
T.Warren,IND,QB,0.0,0.0,0.93,0.77,10.04,4.0,23.0,9.0,5.0,4.0,0.0,0.0,1.0,0.0,0.0,44.0,14.4
T.Warren,IND,,0.0,0.0,20.34,13.31,10.04,4.0,23.0,9.0,6.812,4.5,0.375,1.35,0.0,0.0,0.5,48.312,10.881
T.Washington,MIA,,0.0,0.0,1.08,3.76,0.5,0.0,1.0,0.0,2.5,1.5,0.0,0.0,0.0,0.0,0.0,18.5,3.35
T.Wease,MIA,,0.0,0.0,2.15,4.15,0.5,0.0,1.0,0.0,3.333,2.0,0.0,0.0,0.0,0.0,0.0,46.333,8.633
T.Williams,CLE,,0.0,0.0,1.53,-0.92,1.13,0.0,2.0,0.0,2.0,1.75,1.75,1.65,0.0,0.0,9.25,13.75,4.05
T.Williams,LAC,,0.0,0.0,0.18,-0.02,0.0,,,,1.0,1.0,3.0,0.64,0.0,0.0,-1.0,0.0,0.9
T.Wirfs,TB,,0.0,0.0,0.18,0.02,0.46,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,7.2
Ty.Johnson,BUF,,0.0,0.0,6.76,-1.12,8.24,19.0,4.0,6.0,1.941,1.412,2.941,9.14,0.0,0.0,11.765,13.588,5.712
U.Bentley,IND,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,0.23,0.0,0.0,0.0,0.0,0.0
V.Jefferson,TEN,,0.0,0.0,9.81,15.88,1.97,0.0,3.0,1.0,3.714,2.071,0.0,0.0,0.0,0.0,0.0,25.0,5.0
V.Jones,SEA,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,4.0,0.79,0.0,0.0,32.0,0.0,3.2
W.Dissly,LAC,,0.0,0.0,2.94,1.63,0.41,0.0,1.0,0.0,2.0,1.375,0.0,0.0,0.0,0.0,0.0,12.125,2.588
W.Mallory,IND,,0.0,0.0,0.19,0.37,0.0,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,2.6
W.Marks,HOU,,0.0,0.0,6.46,1.68,16.87,33.0,8.0,11.0,2.25,1.5,12.25,41.18,0.0,0.0,43.938,13.0,9.069
W.Robinson,NYG,,0.0,0.0,27.87,27.53,5.36,0.0,14.0,6.0,8.812,5.75,0.188,0.59,0.0,0.0,0.312,63.375,13.619
W.Shipley,PHI,,0.0,0.0,2.58,-0.24,0.47,0.0,1.0,0.0,1.091,0.818,1.273,2.92,0.0,0.0,4.455,5.091,1.773
X.Gipson,PHI,,0.0,0.0,0.43,-0.21,0.47,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.3
X.Hutchinson,HOU,,0.0,0.0,10.23,12.71,3.29,1.0,7.0,3.0,3.562,2.188,0.188,0.63,0.0,0.0,1.375,26.75,6.125
X.Legette,CAR,,0.0,0.0,13.28,19.42,5.8,0.0,12.0,2.0,4.267,2.333,0.067,0.22,0.0,0.0,0.0,24.2,5.953
X.Restrepo,TEN,,0.0,0.0,1.32,1.96,0.66,0.0,1.0,0.0,3.5,1.5,0.0,0.0,0.0,0.0,0.0,20.5,3.55
X.Smith,LA,,0.0,0.0,4.13,7.65,1.0,0.0,3.0,0.0,2.4,1.8,0.0,0.0,0.0,0.0,0.0,30.3,4.83
X.Weaver,ARI,,0.0,0.0,2.1,4.31,1.28,0.0,3.0,0.0,2.167,1.167,0.0,0.0,0.0,0.0,0.0,11.167,2.283
X.Worthy,KC,,0.0,0.0,13.22,21.96,2.37,0.0,6.0,1.0,5.214,3.0,0.786,2.56,0.0,0.0,6.214,38.0,7.85
Z.Charbonnet,SEA,,0.0,0.0,5.25,1.09,21.15,52.0,3.0,20.0,1.5,1.25,11.562,36.42,0.0,0.0,45.625,9.0,11.212
Z.Ertz,WAS,,0.0,0.0,16.74,17.49,4.13,0.0,9.0,4.0,5.615,3.846,0.0,0.0,0.0,0.0,0.0,38.769,9.569
Z.Flowers,BAL,,0.0,0.0,29.1,35.66,5.04,1.0,12.0,2.0,7.0,5.059,0.588,1.97,0.0,0.0,3.647,71.235,14.665
Z.Jones,ARI,,0.0,0.0,2.9,5.42,0.85,0.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,30.5,5.05
Z.Knight,ARI,,0.0,0.0,5.0,0.83,9.83,17.0,6.0,9.0,3.1,2.2,8.3,22.62,0.0,0.0,26.9,16.0,9.49
Z.Mitchell-Paden,BAL,,0.0,0.0,0.49,0.12,0.39,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.5,0.65
Z.Mitchell-Paden,NO,,0.0,0.0,0.18,0.19,0.0,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,2.4
Z.Scott,MIN,,0.0,0.0,3.39,0.46,2.84,3.0,3.0,1.0,1.778,1.556,3.556,7.8,0.0,0.0,12.667,10.889,4.578
Z.White,LV,,0.0,0.0,1.21,-0.09,0.0,,,,1.2,0.8,2.4,3.24,0.0,0.0,6.4,4.8,1.92
Z.Wilson,MIA,QB,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.333,0.23,3.667,10.667,1.0,0.0,0.527
Z.Wilson,MIA,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,0.46,0.0,0.0,-2.0,0.0,-0.2
